	batch order	entry name	function	keywords	ec number	similar hits (close to same %id of highest from either e. coli or phage)	my comments	internal name	internal group	ami rank	fol rank	mac rank	tet rank	oth rank	Unnamed: 23	total	count uncharacterized	count comments	count no results	count not confident	>= 95%	>= 90%	>= 75%	>= 50%	Unnamed: 0	rank	group_name	Gene	Non-unique Gene name	Annotation	entry	protein names	protein families	gene names	organism	length (aa)	identity (%)	score	evalue	No. isolates	No. sequences	Avg sequences per isolate	Min group size nuc	Max group size nuc	Avg group size nuc
3415																									3435	41	pagP	gadW_1		GadW DNA-binding transcriptional dual regulator										517	517	1	287	728	726
3416																									3430	41	pagP	yjbB		putative inorganic phosphate export protein										519	519	1	533	1649	1623
3417																									3244	41	pagP	yghZ		L-glyceraldehyde 3-phosphate reductase										575	575	1	1022	1214	1040
3418																									3764	41	pagP	yhiL		putative protein										426	448	1.06	239	1625	1042
3419																									3425	41	pagP	ecfT		Energy-coupling factor transporter transmembrane protein EcfT										520	520	1	422	707	706
3420																									3426	41	pagP	glnQ_1		glutamine ABC transporter - ATP binding subunit										520	520	1	473	686	676
3421																									5516	41	pagP	group_28292	ybgD	putative fimbrial-like adhesin protein										158	158	1	341	566	563
3422																									5314	41	pagP	gltF		periplasmic protein										171	171	1	416	764	760
3423																									4408	41	pagP	group_25820	gntR	GntR DNA-binding transcriptional repressor										274	274	1	551	995	993
3424																									5214	41	pagP	yabP		putative protein										177	177	1	254	851	722
3425																									4717	41	pagP	group_9983	yahJ	putative deaminase with metallo-dependent hydrolase domain protein										232	232	1	311	1409	1372
3426																									5040	41	pagP	group_13020	ybfC	putative protein										191	191	1	143	569	559
3427																									3246	41	pagP	ehaG		Autotransporter adhesin EhaG										575	575	1	182	5879	4647
3428																									5325	41	pagP	lsrR		LsrR DNA-binding transcriptional repressor										170	170	1	254	953	943
3429																									5047	41	pagP	group_9517	ysgA_2	putative hydrolase										191	191	1	143	887	356
3430																									3903	41	pagP	lpxM_2		hypothetical protein										389	815	2.1	104	4256	628
3431																									3356	41	pagP	gntR		GntR DNA-binding transcriptional repressor										541	541	1	551	995	993
3432																									5067	41	pagP	group_6216		hypothetical protein										190	190	1	320	1418	1401
3433																									3922	41	pagP	insA-2_2		InsAB' transposase										384	2064	5.38	188	515	313
3434																									3351	41	pagP	uidC		membrane-associated protein										542	542	1	119	1271	1006
3435																									3936	41	pagP	sdsP		SdsRQP multidrug efflux transport system - predicted outer membrane factor										379	379	1	212	1466	1450
3436																									3373	41	pagP	yqiB		putative dehydrogenase										534	544	1.02	197	1052	424
3437																									4359	41	pagP	group_15588	yqiB	putative dehydrogenase										284	284	1	422	629	424
3438																									3347	41	pagP	aldA		aldehyde dehydrogenase A, NAD-linked										543	543	1	170	1439	1388
3439																									4903	41	pagP	group_25847	trmL	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase										207	207	1	185	473	471
3440																									3250	41	pagP	hybO		hydrogenase 2, small subunit										573	573	1	194	1118	1115
3441																									4173	41	pagP	rhsA_2		RhsA protein in rhs element										318	318	1	278	4277	3815
3442																									3536	41	pagP	group_6218	mhpT	hypothetical protein										491	491	1	107	2126	1370
3443																									4940	41	pagP	group_13962	lldR	LldR transcriptional repressor										202	205	1.02	155	1190	776
3444																									4177	41	pagP	yjeN		putative protein										318	318	1	314	314	314
3445																									3374	41	pagP	cmtA		mannitol PTS permease (cryptic) - CmtA subunit										534	534	1	92	1427	1376
3446																									5340	41	pagP	yhcD		putative outer membrane protein										169	169	1	587	2381	2347
3447																									5336	41	pagP	group_6245	yfbL	putative peptidase										170	170	1	320	1001	960
3448																									3422	41	pagP	lolD_1		LolCDE ABC lipoprotein transporter										520	520	1	335	677	671
3449																									4716	41	pagP	group_9518	ysgA_1	hypothetical protein										232	232	1	143	887	177
3450																									4535	41	pagP	yggP		putative dehydrogenase										256	256	1	368	1277	1250
3451																									5322	41	pagP	group_10211	gapA_2	glyceraldehyde 3-phosphate dehydrogenase-A monomer										170	170	1	116	1001	386
3452																									5206	41	pagP	yfcO		putative protein										178	178	1	431	821	818
3453																									3414	41	pagP	group_24053		hypothetical protein										522	522	1	416	578	576
3454																									4385	41	pagP	group_37511		hypothetical protein										279	279	1	173	173	173
3455																									4548	41	pagP	paaK		phenylacetate-CoA ligase										254	254	1	176	1313	1302
3456																									3408	41	pagP	epd		erythrose 4-phosphate dehydrogenase										523	523	1	680	1019	1018
3457																									3404	41	pagP	prpR		PrpR DNA-binding transcriptional dual regulator										523	523	1	254	1586	1543
3458																									4375	41	pagP	elfA		fimbrial-like adhesin protein										281	281	1	482	539	537
3459																									3392	41	pagP	yggD		putative DNA-binding transcriptional regulator										528	528	1	272	509	506
3460																									3383	41	pagP	galP		galactose:H  symporter										531	531	1	527	1403	1377
3461																									4370	41	pagP	group_18903		hypothetical protein										282	282	1	221	398	377
3462																									3376	41	pagP	fimC_1		periplasmic chaperone, required for type 1 fimbriae										533	533	1	281	1334	694
3463																									4400	41	pagP	group_7279	yicI	alpha-xylosidase										276	276	1	1097	2318	2277
3464																									4187	41	pagP	mqsA		MqsA antitoxin of the MqsRA toxin-antitoxin system and DNA-binding transcriptional repressor										316	316	1	395	395	395
3465																									5201	41	pagP	yfcP		putative fimbrial-like adhesin protein										178	178	1	89	539	534
3466																									3444	41	pagP	nikE		nickel ABC transporter - ATP binding subunit										515	515	1	341	806	805
3467																									4877	41	pagP	group_13691	prpE	propionyl-CoA synthetase										210	210	1	503	1886	1874
3468																									3183	41	pagP	cysA		sulfate / thiosulfate ABC transporter - ATP binding subunit										594	594	1	665	1097	1095
3469																									4854	41	pagP	group_68447	insL-3_1	putative IS186/IS421 transposase										214	214	1	1112	1112	1112
3470																									2911	41	pagP	pagP		PagP monomer										661	661	1	272	560	556
3471																									4210	41	pagP	group_13911	ygcO	putative 4Fe-4S cluster-containing protein										311	311	1	257	278	260
3472																									3588	41	pagP	wecH		O-acetyltransferase										476	476	1	602	998	991
3473																									4495	41	pagP	group_14713	ygiV	YgiV DNA-binding transcriptional repressor										261	261	1	152	482	480
3474																									4203	41	pagP	insJ		IS150 protein InsA										314	314	1	266	521	519
3475																									4514	41	pagP	ybfP		putative pectinase										259	259	1	443	515	493
3476																									4990	41	pagP	group_32184	yzgL	putative protein										196	196	1	281	281	281
3477																									3495	41	pagP	fimA_1		major type 1 subunit fimbrin (pilin)										500	500	1	143	563	557
3478																									3614	41	pagP	metB		O-succinylhomoserine lyase / O-succinylhomoserine(thiol)-lyase										470	470	1	860	1160	1159
3479																									3179	41	pagP	treF		cytoplasmic trehalase										595	595	1	374	1649	1640
3480																									3487	41	pagP	yqiA		esterase										503	503	1	266	581	570
3481																									3210	41	pagP	yahC		putative inner membrane protein										585	585	1	302	497	465
3482																									4247	41	pagP	group_25432	tsf	protein chain elongation factor EF-Ts										305	305	1	245	851	849
3483																									4987	41	pagP	group_21916	yhcC	putative Fe-S oxidoreductase										196	196	1	260	974	921
3484																									2973	41	pagP	mutM		formamidopyrimidine DNA glycosylase										647	647	1	521	809	807
3485																									4976	41	pagP	group_13966	lldD	L-lactate dehydrogenase										198	198	1	1190	1964	1193
3486																									4616	41	pagP	group_9745	rtcB	RNA ligase										246	246	1	167	1226	1217
3487																									4500	41	pagP	group_28404		hypothetical protein										261	261	1	95	95	95
3488																									4232	41	pagP	yaeI		phosphodiesterase										307	307	1	362	812	788
3489																									5245	41	pagP	group_21615	dcuC	dicarboxylate transporter DcuC										175	175	1	1091	1385	1381
3490																									4764	41	pagP	group_14559	dtpD	dipeptide:H  symporter DtpD										225	225	1	671	1481	1469
3491																									3575	41	pagP	yhjY		putative lipase										480	480	1	107	764	693
3492																									3517	41	pagP	rtcB		RNA ligase										496	496	1	221	1235	1213
3493																									4765	41	pagP	group_20148	treF	cytoplasmic trehalase										225	225	1	1052	1649	1638
3494																									4236	41	pagP	ydeK		hypothetical protein										306	325	1.07	146	5420	2158
3495																									3564	41	pagP	uidA		beta-D-glucuronidase										482	482	1	218	1814	1638
3496																									4758	41	pagP	group_21723	yncH	hypothetical protein										227	227	1	212	212	212
3497																									4219	41	pagP	group_23860	metL	aspartate kinase / homoserine dehydrogenase										310	310	1	1931	2432	2429
